,Unnamed: 0,count,hate_speech,offensive_language,neither,class,text,has_toxicity,clean_text
17,2787,3,0,0,3,2,@CCobey @tess_stepakoff there isn't a green one either. There's red and yellow in that pic...,0,there isn't a green one either. there's red and yellow in that pic...
18,13549,3,0,3,0,1,Never give a bitch the impression that u need them,1,never give a bitch the impression that u need them
19,10167,3,0,1,2,2,Houston has so many trash drivers,0,houston has so many trash drivers
20,21603,3,0,3,0,1,Step Up All In was so horrible that bitch went straight to dvd &#128514;&#128514;&#128514;,1,step up all in was so horrible that bitch went straight to dvd 128514128514128514
21,6164,3,0,0,3,2,@gabby_moscato @Huntermoore They would make a great baby bird pic bruh!,0,they would make a great baby bird pic bruh!
22,25090,3,0,1,2,2,this movie is actually good cuz its so retarded,0,this movie is actually good cuz its so retarded
23,13149,3,0,3,0,1,Merry Christmas to all y'all bitches and hoes,1,merry christmas to all y'all bitches and hoes
24,3262,3,0,1,2,2,"@FletcherMassie @TelcoAg @rcb05 Go back to mutt, Rev I style. Of course, that would necessitate running over a dog and adopting it.",0,"go back to mutt, rev i style. of course, that would necessitate running over a dog and adopting it."
25,17498,3,0,3,0,1,RT @RihannaHasAids: if I got hoes.. @ one of my hoes.. if not shutup &amp; never say it again,1,rt if i got hoes.. one of my hoes.. if not shutup amp never say it again
26,10291,3,0,0,3,2,I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.,0,i am currently using a yellow marker that is literally called 'spanish orange' for this drawing of absolute perfection.
27,2708,3,0,3,0,1,@Bojieasx slap a taco in thT hoe face &#128514;&#128514;&#128514;&#9996;&#65039;&#128080;&#128074;&#128175;&#128536;&#128584;&#128129;,1,slap a taco in tht hoe face 128514128514128514999665039128080128074128175128536128584128129
28,23078,3,0,1,2,2,What if I talked ghetto lol I'd be so annoyed of my self,0,what if i talked ghetto lol i'd be so annoyed of my self
29,18889,3,0,0,3,2,"RT @_pascuzzo: ""@Salon: Meanwhile in Texas: 19-year-old man facing 5 years to life in prison for $25 worth of pot brownies http://t.co/438F&#8230;",0,"rt "" meanwhile in texas 19-year-old man facing 5 years to life in prison for 25 worth of pot brownies"
30,3415,3,0,2,1,1,"@HAL3Ygang she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like, ""BYE Falicia!""",1,"she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like, ""bye falicia!"""
31,5161,3,0,0,3,2,@ToddIrwin1 NFL... Forgetabout they got until February. It's the pennant race. Let's Go Yanks.,0,nfl... forgetabout they got until february. it's the pennant race. let's go yanks.
32,21199,3,1,2,0,1,She said she don't like the fact that I smoke cigarettes. Well sorry Mrs.LadyBitch I don't like the fact that you're a hoe,1,she said she don't like the fact that i smoke cigarettes. well sorry mrs.ladybitch i don't like the fact that you're a hoe
33,11678,3,0,3,0,1,I'm so glad I don't wake up lookin like one those Medusa lookin bitches,1,i'm so glad i don't wake up lookin like one those medusa lookin bitches
34,5775,3,0,2,1,1,@bijoudulcet geminis rule hoe. &#128524;,1,geminis rule hoe. 128524
35,24087,3,0,1,2,2,b/c she likes black men and rap music? Huh lol RT @Magssca: @WaymoTheGod in general she wants to be colored,0,bc she likes black men and rap music? huh lol rt in general she wants to be colored
36,2284,3,0,0,3,2,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??,0,22 talented drivers rt i am really glad there haven't been any yellows. but why haven't there been any yellows??
37,8914,3,0,1,2,2,"Dear God, forgive us for a moral slope of values. Shacking is just a pretty word for perpetual fornication. Let's... http://t.co/h0URrTNDfZ",0,"dear god, forgive us for a moral slope of values. shacking is just a pretty word for perpetual fornication. let's..."
38,2018,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/dyYvrEJAm3,0,9733 best asian massage on the park slope --top rated spa 9733 718-622-0221 - 24
39,12943,3,0,0,3,2,Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm,0,lol.. shut up! rt lmao early bird gets the worm
40,3623,3,1,2,0,1,"@ItsMander
Is you sure you ain't colored?",1,is you sure you ain't colored?
41,5209,4,1,3,0,1,@TweetsAndFreaks I told u ugly niggas get bitches young I promise u!! Work ya magic lol,1,i told u ugly niggas get bitches young i promise u!! work ya magic lol
42,24840,4,0,0,4,2,only my school wouldnt give kids their schedules... #ghetto,0,only my school wouldnt give kids their schedules... ghetto
43,24563,3,0,3,0,1,if your trying out for Non-contact hockey dont call anyone else a pussy,1,if your trying out for non-contact hockey dont call anyone else a pussy
44,8612,3,1,2,0,1,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks,1,cants da coloreds and da white folk gets along? we all be da same cept da colored men gots da bigga dicks
45,5104,3,0,2,1,1,@TheRealDiamondJ I'm the type to put that bitch in a river so you can gtf out my locations lol,1,i'm the type to put that bitch in a river so you can gtf out my locations lol
46,4534,3,0,1,2,2,@Pepper_Redbone @Yankees @Mets Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??,0,oh yeah. and the annoying damn duck calls?? they outta be banned. duck horns??
47,23297,3,0,3,0,1,"Who the fuck still plays flappy bird? &#128514;

&#8220;@loren_travis: Flappy bird feels like http://t.co/OQ3jnn7fwO&#8221;",1,who the fuck still plays flappy bird? 128514 8220 flappy bird feels like
48,22489,3,0,1,2,2,This bro is just rippin apart a bird about 10 feet from us.. #redtail #hawk http://t.co/tjAnr2pB,0,this bro is just rippin apart a bird about 10 feet from us.. redtail hawk
49,4259,3,0,0,3,2,@MissStef0318 @_MariaPetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.,0,teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.
50,16844,3,1,2,0,1,RT @Mikey_D15: This Sam guy is a fucking pussy.,1,rt this sam guy is a fucking pussy.
51,4762,3,0,1,2,2,@SalaciousSully hopefully not back in da ghetto?,0,hopefully not back in da ghetto?
52,2167,3,0,3,0,1,"' You tall tree ass females be 6'0 TALKIN bout "" Catching Feelings "" , bitch you need to catch this touchdown... http://t.co/lMgkDuxzY7",1,"' you tall tree ass females be 6'0 talkin bout "" catching feelings "" , bitch you need to catch this touchdown..."
53,13070,3,1,2,0,1,"Man, aunt petunia is a royal bitch.",1,"man, aunt petunia is a royal bitch."
54,23475,9,0,9,0,1,"Wow my cuzin dont like lil snupe, this niggah trippin",1,"wow my cuzin dont like lil snupe, this niggah trippin"
55,24549,3,0,3,0,1,if u get mad or in ur feelings bout Zoe's vs Yanks tweets then twitter ain't for u!!! I be rolling at this shit tho&#128553;,1,if u get mad or in ur feelings bout zoe's vs yanks tweets then twitter ain't for u!!! i be rolling at this shit tho128553
56,15446,6,0,0,6,2,"RT @ESPNNFL: For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East http://t.co/zMkwGNzOCT",0,"rt for the 1st time in the tom brady era, the patriots are in sole possession of last place in the afc east"
57,24985,3,0,1,2,2,stupid teacher talks to @RandyMower like he's retarded,0,stupid teacher talks to like he's retarded
58,5172,3,0,3,0,1,@TonyO97 fuck i look like shopping at that trash ass store,1,fuck i look like shopping at that trash ass store
59,22966,3,0,0,3,2,Watched some crows eat a sandwich,0,watched some crows eat a sandwich
60,6221,3,0,0,3,2,"@grinand BTW, Happy Birthday, Charlie! Get better soon!",0,"btw, happy birthday, charlie! get better soon!"
61,23456,3,0,3,0,1,Word up doe! GM RT @shik702 Good morning....it's a celebration bitches!,1,word up doe! gm rt good morning....it's a celebration bitches!
62,8044,3,1,2,0,1,As of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um,1,as of today im cutting muthafuckas off bitchesniggas that never show love or just temporary people iont need um
63,1268,3,0,0,3,2,"&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;
Uighur Jihadis: they're not just a PRC tool.",0,8220 islamic state suspects in indonesia are chinese uighurs uighur jihadis they're not just a prc tool.
64,17550,3,0,3,0,1,RT @SEMAJ_HOEE_: &#8220;@tiffanyluxride: Damn so many fake niggas &amp; bitches&#8221;,1,rt 8220 damn so many fake niggas amp bitches8221
65,15747,3,0,3,0,1,"RT @GrownAssMidget: I&#8217;m a bitch? You&#8217;re a bitch. Your mom&#8217;s a bitch for having a bitch, your dad&#8217;s a bitch for fucking a bitch. Now who&#8217;s t&#8230;",1,"rt i8217m a bitch? you8217re a bitch. your mom8217s a bitch for having a bitch, your dad8217s a bitch for fucking a bitch. now who8217s t8230"
66,70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",0,""" why the eggplant emoji doe?""y he say she looked like scream lmao"
67,22641,3,0,0,3,2,Thou shall not mock Ryan(the future)Kelly,0,thou shall not mock ryanthe futurekelly
68,17634,3,0,0,3,2,"RT @SethMacFarlane: And thus endeth our warm, fuzzy holiday lesson: Never take those you love for granted, for they can be gone in a flash.",0,"rt and thus endeth our warm, fuzzy holiday lesson never take those you love for granted, for they can be gone in a flash."
69,23885,3,1,2,0,1,You ratchet ass bitches gonna have nobody to blame but yourself when you get an std,1,you ratchet ass bitches gonna have nobody to blame but yourself when you get an std
70,15104,3,0,2,1,1,"RT @Coley_Cee: @lil_aerii yeaaaaahhhh, like relationship wise. So I was like oh no not my Reedzy Thuggin, bitch suppose to thug it out!",1,"rt yeaaaaahhhh, like relationship wise. so i was like oh no not my reedzy thuggin, bitch suppose to thug it out!"
71,3016,3,1,0,2,2,@DaRealAlexInLA @Buckm00se he wasn't training gook boy doe,0,he wasn't training gook boy doe
72,23165,3,1,2,0,1,When bitches I work with are on there period ...,1,when bitches i work with are on there period ...
73,22788,3,0,3,0,1,Two horny guys take turns beating the shit out of a tight teen pink&#160;pussy http://t.co/RbOJWLAriQ,1,two horny guys take turns beating the shit out of a tight teen pink160pussy
74,21592,3,0,0,3,2,Stafford trash without Megatron #fantasyfootballproblems,0,stafford trash without megatron fantasyfootballproblems
75,23065,3,0,3,0,1,What a fucking retard,1,what a fucking retard
76,21319,3,0,1,2,2,"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/VlnhyAhaEW",0,"sitting on the deck, enjoying a stoneipa, watchingsmelling the neighbors burn trash. missouri"
77,17016,3,0,0,3,2,RT @NewYorkologist: Autographed Photo of Babe Ruth and Lou Gehrig - New York Yankees 1928 | #NYC #NY #NYY http://t.co/mm2niIGP9X,0,rt autographed photo of babe ruth and lou gehrig - new york yankees 1928 nyc ny nyy
78,2156,3,0,3,0,1,' Up runnin these 2K fades with ma niggah Tyreon &#1043323;&#1043359; Leo KO'd lmfaoo,1,' up runnin these 2k fades with ma niggah tyreon 10433231043359 leo ko'd lmfaoo
79,2309,3,0,0,3,2,5SOS is trash,0,5sos is trash
80,18490,3,0,0,3,2,RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;,0,rt no doubt about it. i mean its cute tossing around trash cans and having 98lb mexican boys wantin8230
81,1507,3,0,1,2,2,&#8220;@RaleighBeougher: dumb beaner&#8221; http://t.co/r0hABEQhSu,0,8220 dumb beaner8221
82,3686,3,1,2,0,1,@JacobbBacker @fucktyler Tyler isn't shit faggot go listen to some real music,1,tyler isn't shit faggot go listen to some real music
83,24609,6,0,6,0,1,it's gotten to the point where I literally don't care and I'm gonna start punching bitches if they don't move in the hallway,1,it's gotten to the point where i literally don't care and i'm gonna start punching bitches if they don't move in the hallway
84,13598,3,0,3,0,1,Nice base running again by the @Yankees. Fucking ponderous.,1,nice base running again by the . fucking ponderous.
85,7871,6,0,6,0,1,All you bitches extra easy when yall drunk lol unless ur sober friends there to save youu,1,all you bitches extra easy when yall drunk lol unless ur sober friends there to save youu
86,4908,3,1,2,0,1,@SteveStockmanTX stockboy U should talk. U tweet lies and childish shit about Obama.youre very unqualified. You only appeal to dumb rednecks,1,stockboy u should talk. u tweet lies and childish shit about obama.youre very unqualified. you only appeal to dumb rednecks
87,10453,3,0,1,2,2,"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",0,"i didnt buy any alcohol this weekend, and only bought 20 fags. proud that i still have 40 quid tbh"
88,24950,3,0,3,0,1,so y we ordering lunch at work to be delivered n it's like 10 ppl goin n n I'm the only one wit a card n this ho gonna say..,1,so y we ordering lunch at work to be delivered n it's like 10 ppl goin n n i'm the only one wit a card n this ho gonna say..
89,8869,3,0,3,0,1,Damn some Oreos would be so fucking clutch right now!!!,1,damn some oreos would be so fucking clutch right now!!!
90,18950,3,0,0,3,2,"RT @alicia_garcia3: ""That's why God made brownies. To replace boys.""",0,"rt ""that's why god made brownies. to replace boys."""
91,5300,3,0,0,3,2,@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash,0,according to you my place is in kitchen. excuse me while i take out the trash
92,17840,6,0,6,0,1,"RT @SteveStfler: White girls, if your black boyfriend doesn't call you 'shawty', then bitch you ain't that special.",1,"rt white girls, if your black boyfriend doesn't call you 'shawty', then bitch you ain't that special."
93,17608,3,0,3,0,1,RT @SayMyName_Bella: I love my big booty bitches!,1,rt i love my big booty bitches!
94,1144,3,0,3,0,1,&#8220;@BEARly_sober Hoes really do b birds man &#128557;&#8221;this new to you?,1,8220 hoes really do b birds man 1285578221this new to you?
95,8776,6,1,5,0,1,Craig fire that shit up hoe,1,craig fire that shit up hoe
96,13146,3,0,0,3,2,Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn,0,memorial weekend early bird wine walk price is still available! we have 21 participating locations
97,13996,3,0,0,3,2,"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown",0,"only blood can satisfy the hungry flames of r8217hollor, charlie brown"
98,9113,3,0,3,0,1,Druggys with hoes again gotta have the dopest video ever. &#128553;,1,druggys with hoes again gotta have the dopest video ever. 128553
99,4296,3,0,0,3,2,"@MrFayoh Im a proud wacko bird, how bout you?",0,"im a proud wacko bird, how bout you?"
100,11999,3,0,0,3,2,Igot to level 21 so far on flappy birds smh,0,igot to level 21 so far on flappy birds smh
101,17010,3,0,0,3,2,RT @NerdistDotCom: Forget your typical graduation speech. Charlie Day manages to be hilarious AND inspirational in today&#8217;s MIFVOTD: http://&#8230;,0,rt forget your typical graduation speech. charlie day manages to be hilarious and inspirational in today8217s mifvotd
102,4344,3,0,3,0,1,"@NOTJOHNROSS try being respectful, instead of acting like a fucking retard.",1,"try being respectful, instead of acting like a fucking retard."
103,5175,3,0,0,3,2,@Torn_Rose republican teabaggers should be jailed for treason.....,0,republican teabaggers should be jailed for treason.....
104,4295,3,0,3,0,1,@MrCatLoverx text me bitch,1,text me bitch
105,14160,3,0,3,0,1,Photo: Bad bitch. #ladykimora your favorite Vegas socialite &#127932;&#127932;&#127932;&#127932;&#127932;&#127932;&#127932;&#127932; #dragrace #dragqueen #ladykimora http://t.co/hdd8TbmyAj,1,photo bad bitch. ladykimora your favorite vegas socialite 127932127932127932127932127932127932127932127932 dragrace dragqueen ladykimora
106,25096,3,0,0,3,2,this show trash RT @IbSkeeAlii: #LongLive RT @ShinyLipz: Queen Latifah show.... &#128564;&#128564;&#128564;&#128564;,0,this show trash rt longlive rt queen latifah show.... 128564128564128564128564
107,21519,3,0,0,3,2,Someone come take these brownies away from me before I eat the whole pan!,0,someone come take these brownies away from me before i eat the whole pan!
108,22704,3,0,1,2,2,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey,0,too bad brandon lavergne isn't gonna have that vein spiked at angola. mickey
109,24223,3,0,3,0,1,"crazy bitch, I like the way you ride this dick",1,"crazy bitch, i like the way you ride this dick"
110,7006,3,0,0,3,2,"@paolo Like...Charlie Chan-style? (Never saw that, either.) Hmm...makes me think of the ""Cockneys"" in the Killzone series.",0,"like...charlie chan-style? never saw that, either. hmm...makes me think of the ""cockneys"" in the killzone series."
111,23566,3,0,3,0,1,Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.,1,yall can stop rting that whataburger shit too cuz i'm still gon eat there. shouldn't have ordered the chicken dumb bitch.
112,11671,3,1,2,0,1,I'm sick of dudes posting videos of them singing on vine. Do that shit in the shower or something fags,1,i'm sick of dudes posting videos of them singing on vine. do that shit in the shower or something fags
113,6064,3,0,0,3,2,"@eGoTheIcoN those ""trash"" SnD stars would scrape ur team in SnD and most pro teams.",0,"those ""trash"" snd stars would scrape ur team in snd and most pro teams."
114,21866,3,1,0,2,2,That long hair doesn't cover up your redneck,0,that long hair doesn't cover up your redneck
115,10310,3,0,3,0,1,I b tryna remind these bitches ... I knew u b4 dis social network fame,1,i b tryna remind these bitches ... i knew u b4 dis social network fame
116,8240,3,0,0,3,2,"Big Squawk: Q: when will DFL dump Ryan ""Uncle Tom"" Winkler? 
} Not going to happen Berg
Bleat on.
#mngop proud #stribpol #mnleg",0,"big squawk q when will dfl dump ryan ""uncle tom"" winkler? not going to happen berg bleat on. mngop proud stribpol mnleg"
117,10207,3,0,3,0,1,"How u know u dont get real life pussy. Only carin bout her enterin your DMs 
RT @J0MAEL: She can enter my DMs anytime http://t.co/nZ74WBsDBH",1,how u know u dont get real life pussy. only carin bout her enterin your dms rt she can enter my dms anytime
118,20498,3,0,0,3,2,RT @southernshirt: The only things you need in life are comfy shirts and Oreos #southernshirt,0,rt the only things you need in life are comfy shirts and oreos southernshirt
119,8469,3,0,3,0,1,Busted my lip playing ball so now I can't enjoy pussy and this delicious MANGO,1,busted my lip playing ball so now i can't enjoy pussy and this delicious mango
120,12674,3,0,0,3,2,Let the jig commence http://t.co/pqvJiEvqZa,0,let the jig commence
121,9643,3,0,3,0,1,Gave dat bitch da Spirit of the Dragon,1,gave dat bitch da spirit of the dragon
122,2625,3,0,1,2,2,@BeattyJustin @KYOppCoalition I am one proud hillbilly.,0,i am one proud hillbilly.
123,21660,3,0,3,0,1,Stupid bitches deserve to be treated like a stupid bitch,1,stupid bitches deserve to be treated like a stupid bitch
124,1043,3,0,0,3,2,&#128530; my nerves are being worked cos of my monkey &#128529;&#128545;,0,128530 my nerves are being worked cos of my monkey 128529128545
125,8652,3,0,0,3,2,"Charlie Crist Losing 50,000 Florida Jobs To Raise Minimum Wage Is &#8216;Worth It&#8217; - Conservative Byte http://t.co/y3JYJ2Yf4L via @conservativebyt",0,"charlie crist losing 50,000 florida jobs to raise minimum wage is 8216worth it8217 - conservative byte via"
126,4711,3,1,2,0,1,@Rosie @politicususa only 3 1/2 yrs till next pres. bitches bout what o-dumb-a left her/him,1,only 3 12 yrs till next pres. bitches bout what o-dumb-a left herhim
127,8072,3,0,3,0,1,Audio: Happy Valentines Day bitches. &#160;Now play this while you get laid. http://t.co/x70OTlH3,1,audio happy valentines day bitches. 160now play this while you get laid.
128,23015,3,0,3,0,1,"We'll catch them hoes later, stay on ya grind",1,"we'll catch them hoes later, stay on ya grind"
129,8991,3,0,0,3,2,"Dis nicca @DB_Scooch went in on dat ""I Keep tryin""",0,"dis nicca went in on dat ""i keep tryin"""
130,12568,3,0,3,0,1,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,1,knowing what you want doesn't make you a bitch. it makes you a woman who won't settle for anything less than what she deserves.
131,262,3,0,1,2,2,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",0,""" this scally lad would get it"
132,23757,3,0,3,0,1,You can expect me to be a total bitch towards you now yet again.,1,you can expect me to be a total bitch towards you now yet again.
133,7713,3,0,3,0,1,Add my snapchat lil bitch: TreVaughn3,1,add my snapchat lil bitch trevaughn3
134,19362,3,0,1,2,2,"RT @eanahS__: @1inkkofrosess lol my credit ain't no where near good , but I know the right man for the job .. that ho nice though!",0,"rt lol my credit ain't no where near good , but i know the right man for the job .. that ho nice though!"
135,17538,3,0,0,3,2,"RT @RussOnPolitics: GOP nominee for #MAgov Charlie Baker's ""fisherman story"" falls apart. He deserves an Oscar for his play crying. http://&#8230;",0,"rt gop nominee for magov charlie baker's ""fisherman story"" falls apart. he deserves an oscar for his play crying."
136,14797,3,0,1,2,2,RT @BoutCrazed: The best way to make a hillbilly do something is to tell him he can't do it.,0,rt the best way to make a hillbilly do something is to tell him he can't do it.
137,4716,3,0,0,3,2,@Royceda59 Green bananas are better then yellow ones too.,0,green bananas are better then yellow ones too.
138,5323,3,0,3,0,1,@WyattNuckels @grizzboadams hey faggot spell faggot right you dipshit,1,hey faggot spell faggot right you dipshit
139,6739,3,0,0,3,2,@lcl03 you've been talking trash since we were 3 and 5.,0,you've been talking trash since we were 3 and 5.
140,16466,3,0,0,3,2,RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,0,rt if you buy tickets for transformers 3d they just lock you in an aluminum trash can and toss you from an overpass into rus8230
141,15470,3,0,0,3,2,RT @EmilyWCVB: RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http://t.co/1qC9q6P1cL #wcvb,0,rt right now newscenter 5 projecting charlie baker will be gov-elect by a razor thin margin wcvb
142,24001,3,1,2,0,1,Your vaginal walls are inflammed by a fuck nigga that's fucking you and a few other bitches. Cut em as you complete your treatment.,1,your vaginal walls are inflammed by a fuck nigga that's fucking you and a few other bitches. cut em as you complete your treatment.
143,6770,3,0,0,3,2,"@littlelouie33 eh, take off hoser.",0,"eh, take off hoser."
144,2405,3,0,1,2,2,@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.,0,have heard hillbilly grousings that bugs much worse in the kv since mic shut down.
145,6915,3,0,1,2,2,@mr_republicann chik fil a. hipotle is trash and taco bell will give you the runs,0,chik fil a. hipotle is trash and taco bell will give you the runs
146,1799,3,1,0,2,2,&#8220;@fatbellybella: I know u didnt hit that jigga with my fav purse. .. @solangeknowles&#8221;--no chill! &#128514;&#128514;,0,8220 i know u didnt hit that jigga with my fav purse. .. 8221--no chill! 128514128514
147,24013,6,0,0,6,2,Zack still questions my love for Oreos lol,0,zack still questions my love for oreos lol
148,9820,3,0,0,3,2,Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling,0,gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling
149,7107,3,1,0,2,2,@regankelly91 go the gulls. First grade should be a cracker. Physical!,0,go the gulls. first grade should be a cracker. physical!
150,22002,3,0,3,0,1,The city used to have HOES.Now them bitches look sick.,1,the city used to have hoes.now them bitches look sick.
151,17873,3,0,0,3,2,RT @SumGurl07: So cute! :) RT @iTweetFacts: Shy bunny... http://t.co/z4u6NpORdz,0,rt so cute! rt shy bunny...
152,1151,3,0,3,0,1,"&#8220;@Banqq_Jayy: ""@1Jayee: &#8220;@ItsKeeJay: I can't remember all the girls I've smashed &#128563;&#128584;&#8221; On God.&#128588;""hoe shit&#8221; Not technically, it takes &#9996;&#65039;.",1,"8220 "" 8220 i can't remember all the girls i've smashed 1285631285848221 on god.128588""hoe shit8221 not technically, it takes 999665039."
153,11063,3,0,3,0,1,I need a new bitch,1,i need a new bitch
154,14084,3,0,1,2,2,Paceys just told me about how flash was touching himself and he was turning yellow and black.. #whatwashedoing &#128514;&#128514;,0,paceys just told me about how flash was touching himself and he was turning yellow and black.. whatwashedoing 128514128514
155,6345,3,0,3,0,1,@immSpeed whatchu gon do bout it bitch,1,whatchu gon do bout it bitch
156,5148,3,0,0,3,2,@TibaBurger: Straight off the bench #ned #WorldCup2014,0,straight off the bench ned worldcup2014
157,2306,3,0,0,3,2,"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol",0,"5 bags of chips, 3 rice krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh i'm good lol"
158,4768,3,0,0,3,2,@SamTrap84 in this world we don't spank the monkey the monkey spanks us.,0,in this world we don't spank the monkey the monkey spanks us.
159,1762,3,0,3,0,1,&#8220;@colormeprettyyy: @xo_tavia bitch im back at home now.&#8221; &#128514;,1,8220 bitch im back at home now.8221 128514
160,14239,3,0,0,3,2,Prejudice. A preconceived awareness based on a majority of interactions. The negative slant comes from libs. Self preservation is the basis.,0,prejudice. a preconceived awareness based on a majority of interactions. the negative slant comes from libs. self preservation is the basis.
161,15333,3,0,0,3,2,RT @DepressedDarth: Star Wars meets Charlie Brown http://t.co/m9uNRz6SYR,0,rt star wars meets charlie brown
162,1595,3,0,1,2,2,&#8220;@TheFunnyVine: Red Neck Ice Bucket Challenge &#128514; https://t.co/cAgp3nIofd&#8221; he must be from the SIP. #redneck,0,8220 red neck ice bucket challenge 128514 he must be from the sip. redneck
